1000 5718
602 881 43
115 781 34
218 455 72
214 663 53
317 818 41
24 222 28
248 457 45
48 525 8
276 517 23
300 386 34
751 800 48
684 916 62
321 964 36
46 549 44
251 742 7
429 861 61
170 584 29
343 675 49
513 746 12
186 212 22
406 999 29
34 576 51
462 573 24
649 961 44
39 456 8
157 475 64
266 811 62
423 903 38
439 493 62
85 112 27
476 943 67
379 804 12
457 531 38
313 920 50
107 346 55
88 363 75
376 748 31
839 884 55
209 214 19
552 782 47
478 821 54
48 569 40
156 185 34
705 869 38
361 564 6
194 877 34
44 578 40
198 525 45
70 72 23
710 722 13
538 780 83
671 880 39
582 856 17
52 123 45
280 449 61
854 914 44
521 976 22
560 838 59
113 554 59
122 168 67
223 649 60
602 785 27
695 797 40
423 808 32
121 842 48
356 846 39
623 861 47
596 877 68
151 472 41
348 895 62
208 686 36
429 603 67
2 667 34
366 517 36
857 886 49
489 948 54
18 358 42
200 400 46
112 661 63
186 398 25
234 938 48
104 295 16
34 691 80
20 607 20
142 466 17
33 748 31
260 435 36
22 97 33
516 999 43
285 495 53
83 96 44
105 810 55
42 469 57
92 120 10
263 996 17
533 764 65
330 877 58
146 797 34
431 896 43
264 747 40
615 990 62
274 613 71
470 671 31
556 581 63
199 833 35
404 541 13
424 786 17
375 511 62
257 259 68
348 401 51
134 554 42
119 817 63
223 469 50
455 665 65
214 646 22
310 400 30
554 760 54
129 953 35
80 177 27
273 851 46
267 383 43
766 896 58
250 832 14
312 948 48
8 507 39
140 918 5
241 514 38
297 712 58
775 822 72
122 460 65
96 857 31
1 557 52
125 187 52
515 975 44
71 124 19
298 644 48
393 710 62
266 881 40
119 214 25
599 752 8
182 405 58
455 680 76
677 958 25
406 983 61
150 857 55
839 843 81
594 859 54
652 876 54
729 889 60
115 927 33
237 255 41
422 630 67
578 750 55
316 822 68
236 630 42
454 847 20
73 372 74
444 673 58
333 778 38
675 754 43
164 477 51
27 484 55
838 894 79
434 638 30
48 363 56
324 837 22
87 200 63
148 682 43
530 775 72
686 750 52
9 285 46
231 233 33
26 716 37
738 899 44
526 879 57
828 870 34
79 617 45
437 941 69
163 586 27
663 810 20
707 919 44
214 996 56
110 358 38
29 317 33
110 677 20
362 855 50
551 732 33
42 350 53
42 394 59
291 519 90
491 685 46
372 693 12
